lead_id,true_segment,agent_first_name,metro_tier,years_licensed,deals_last_12m,team_role,has_youtube,yt_subscribers,videos_last_90d,ig_posts_per_month,lead_source,deals_bucket,bio,true_p0,true_p1,true_call_uplift,true_reply_p_tmpl0,true_reply_p_tmpl1,true_reply_p_tmpl2
L61817000288,sure_thing_inbound,Nina,tier1,17,7,team_member,False,0,0,12,inbound_form,mid,"Based in a major metro, Nina has 17 years of experience.",0.24202980536437627,0.2467787288181553,0.00474892345377903,0.1276035901522151,0.08365251894165956,0.07179551175533161
L61817000289,do_not_disturb_media_team,David,tier2,21,37,team_lead,True,26356,9,15,cold_list,high,David is a licensed agent in a mid-size metro with 21 years in the business. The team already runs a YouTube channel with a dedicated media hire. Keeps up an active social media presence. Added from an outreach list.,0.07806325676819766,0.005,-0.07306325676819765,0.07469562019542451,0.08225289613877321,0.11300953118857202
L61817000290,do_not_disturb_media_team,Andre,tier1,9,36,team_lead,True,7802,17,14,cold_list,high,"Andre has been licensed for 9 years, working in a major metro. Closed 36 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Added from an outreach list.",0.0741916661910088,0.02558266600811989,-0.048609000182888905,0.07600984497934986,0.07731123231056566,0.12655499799239975
L61817000291,do_not_disturb_media_team,Yolanda,tier3,23,33,team_lead,True,17088,10,27,cold_list,high,Yolanda is a licensed agent with 23 years in the business.,0.10461162649314833,0.04568908940597513,-0.058922537087173196,0.11356693680525518,0.08998540775616662,0.08887504063503793
L61817000292,ambiguous_team_member,Sofia,tier2,11,4,team_member,False,0,0,5,webinar,low,Sofia is a licensed agent in a mid-size metro with 11 years in the business. Posts on Instagram regularly. Signed up after a webinar.,0.04486742782033922,0.08345178062498468,0.03858435280464546,0.10166347621282668,0.07499955763412681,0.03922352810521452
L61817000293,hidden_gem_sparse_bio,David,tier1,24,15,team_member,False,0,0,11,cold_list,high,Realtor based in a major metro.,0.03245810293465717,0.14746388565175003,0.11500578271709286,0.09417557868780489,0.1288853447014456,0.08207996328265746
L61817000294,ambiguous_team_member,Tom,tier1,13,6,team_member,False,0,0,6,cold_list,mid,Tom is a licensed agent with 13 years in the business.,0.052877660344662715,0.10222275267176488,0.049345092327102165,0.08164531168252012,0.07886452362473742,0.06624344994935384
L61817000295,persuadable_growth,Fatima,tier3,10,16,team_member,False,0,0,16,cold_list,high,"Fatima has been licensed for 10 years, working in a smaller market. Shares listings and updates on social media often. Added from an outreach list.",0.0277532345520858,0.10938107468251743,0.08162784013043163,0.12042793021337586,0.1118223337408421,0.08700743905150059
L61817000296,persuadable_growth,James,tier1,5,17,solo,False,0,0,10,cold_list,high,"Based in a major metro, James has 5 years of experience. Closed 17 deals in the last 12 months.",0.03473820061911399,0.09829758952924274,0.06355938891012874,0.11991655352288765,0.1437741652419389,0.06358485855234237
L61817000297,hidden_gem_sparse_bio,Sofia,tier1,23,15,team_member,False,0,0,12,cold_list,high,"Sofia has been licensed for 23 years, working in a major metro. Closed 15 deals in the last 12 months. Added from an outreach list.",0.02600229089180495,0.1322284807694991,0.10622618987769417,0.0885408822923366,0.11878586950925715,0.0910488781168929
L61817000298,hidden_gem_sparse_bio,Maria,tier3,9,14,solo,False,0,0,12,cold_list,mid,"Maria has been licensed for 9 years, working in a smaller market. Closed 14 deals in the last 12 months. Recently asked about getting started with video for listings.",0.03312478250292745,0.18000328722592188,0.14687850472299444,0.10898096497240857,0.09579446803041587,0.0891372987529403
L61817000299,do_not_disturb_media_team,Sofia,tier1,3,21,team_lead,True,8181,22,23,cold_list,high,"Sofia has been licensed for 3 years, working in a major metro. Closed 21 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Posts on Instagram regularly. Added from an outreach list.",0.12098775038394295,0.11049163828167555,-0.010496112102267405,0.10611353810922382,0.03138003795822858,0.13169306428886288
L61817000300,lost_cause_parttime,Maria,tier2,7,3,solo,False,0,0,0,cold_list,low,Maria is a licensed agent with 7 years in the business.,0.017356023976344077,0.005,-0.012356023976344076,0.0882033512708005,0.08561420092237232,0.08629683739002962
L61817000301,ambiguous_team_member,Julia,tier3,14,14,team_member,False,0,0,11,cold_list,mid,Julia is a licensed agent in a smaller market with 14 years in the business. Closed 14 deals in the last 12 months. Posts on Instagram regularly. Added from an outreach list.,0.03436648522222722,0.2543174037068016,0.2199509184845744,0.11914590103974926,0.10615432419943606,0.06032360527557934
L61817000302,sure_thing_inbound,Linda,tier1,19,9,team_member,False,0,0,5,inbound_form,mid,Linda is a realtor in a major metro.,0.29635727174686405,0.3044589079735482,0.008101636226684139,0.1237512736208859,0.12168149818018532,0.059235619117353915
L61817000303,persuadable_growth,Aisha,tier1,24,17,solo,False,0,0,16,cold_list,high,"Aisha has been licensed for 24 years, working in a major metro. Closed 17 deals in the last 12 months. Sourced from a purchased contact list.",0.03025342860671452,0.14269867234167655,0.11244524373496202,0.11537233751340374,0.11229280369933119,0.11011150116885393
L61817000304,hidden_gem_sparse_bio,Emily,tier3,15,10,team_member,False,0,0,13,cold_list,mid,Realtor based in a smaller market.,0.039671974104980925,0.13596242909598216,0.09629045499100124,0.07679874724258254,0.10639491098012792,0.06200965043102586
L61817000305,do_not_disturb_media_team,Aisha,tier2,13,32,team_lead,True,12407,22,14,cold_list,high,Realtor based in a mid-size metro.,0.12316987340855258,0.07610572414629849,-0.04706414926225409,0.11022327512181647,0.09666388421934025,0.11538473810780735
L61817000306,sure_thing_inbound,Robert,tier2,24,8,solo,True,4,0,10,inbound_form,mid,"Robert has been licensed for 24 years, working in a mid-size metro. Closed 8 deals in the last 12 months. Keeps up an active social media presence.",0.2806748865168186,0.3286742051679332,0.04799931865111462,0.12486214461593868,0.10792311063927676,0.06841268603435342
L61817000307,lost_cause_parttime,Wei,tier2,12,3,solo,False,0,0,1,cold_list,low,"Wei has been licensed for 12 years, working in a mid-size metro. Closed 3 deals in the last 12 months. Added from an outreach list.",0.016338846990695793,0.021435022731656157,0.005096175740960364,0.08503834215631564,0.10335394871037154,0.11159460722048048
L61817000308,ambiguous_team_member,Julia,tier1,7,13,team_member,False,0,0,7,cold_list,mid,"Based in a major metro, Julia has 7 years of experience. Closed 13 deals in the last 12 months.",0.049160409916811615,0.13665250056459882,0.08749209064778721,0.09801492374407093,0.11162525429049867,0.07688636206896948
L61817000309,ambiguous_team_member,Kevin,tier2,21,14,team_member,False,0,0,8,webinar,mid,Kevin is a licensed agent in a mid-size metro with 21 years in the business. Closed 14 deals in the last 12 months.,0.04299505568765197,0.11223537599584406,0.06924032030819209,0.11281112730121129,0.10004872847267789,0.13909467523116925
L61817000310,ambiguous_team_member,Fatima,tier1,16,14,team_member,False,0,0,9,cold_list,mid,"Fatima has been licensed for 16 years, working in a major metro. Closed 14 deals in the last 12 months. Posts on Instagram regularly.",0.04982379932812794,0.1235649675559379,0.07374116822780996,0.08766139312076628,0.09220717389741476,0.10502518588116576
L61817000311,hidden_gem_sparse_bio,David,tier2,2,11,team_member,False,0,0,6,cold_list,mid,"David has been licensed for 2 years, working in a mid-size metro. Closed 11 deals in the last 12 months. Mentioned wanting help building out a YouTube presence. Has some in-house support for producing video content.",0.0327777450289765,0.15344156404879,0.1206638190198135,0.100534163922985,0.10040824672214854,0.08992821265406122
L61817000312,persuadable_growth,James,tier1,24,18,solo,False,0,0,19,cold_list,high,James is a licensed agent with 24 years in the business.,0.029343896228750777,0.13818936937508497,0.10884547314633419,0.10543955880410202,0.11886892249793826,0.055644464393188
L61817000313,hidden_gem_sparse_bio,Emily,tier2,8,11,solo,False,0,0,4,webinar,mid,Realtor based in a mid-size metro.,0.028401189227150708,0.11661172634723277,0.08821053712008206,0.095291165413188,0.10715569209660514,0.073134000178862
L61817000314,lost_cause_parttime,Maria,tier1,25,3,solo,False,0,0,1,cold_list,low,"Maria has been licensed for 25 years, working in a major metro. Closed 3 deals in the last 12 months.",0.01975517953438482,0.005,-0.014755179534384818,0.10146106441129134,0.07961229361894129,0.05531393237917023
L61817000315,do_not_disturb_media_team,Yolanda,tier1,19,36,team_lead,True,19057,22,27,cold_list,high,Yolanda is a realtor in a major metro.,0.08321943085372178,0.058396277859947526,-0.02482315299377426,0.108811576573872,0.05647262271367316,0.15469236223781344
L61817000316,persuadable_growth,Grace,tier2,1,10,solo,False,0,0,14,webinar,mid,Grace is a licensed agent in a mid-size metro with 1 years in the business. Closed 10 deals in the last 12 months. Shares listings and updates on social media often.,0.04456471874113905,0.12510493382527232,0.08054021508413328,0.10974639991114073,0.09752758741724862,0.11409026413048506
L61817000317,sure_thing_inbound,Aisha,tier3,17,3,team_member,False,0,0,11,inbound_form,low,Realtor based in a smaller market.,0.31820817253354944,0.3003420816559826,-0.017866090877566854,0.09987928590119273,0.06391145580976587,0.10451763448905278
L61817000318,lost_cause_parttime,David,tier2,2,3,solo,False,0,0,3,cold_list,low,"Based in a mid-size metro, David has 2 years of experience. Closed 3 deals in the last 12 months.",0.023709168836638855,0.012803258163993414,-0.01090591067264544,0.07482481184708324,0.08926570499461255,0.09525125024542654
L61817000319,persuadable_growth,Tom,tier1,8,19,team_member,False,0,0,18,cold_list,high,Tom is a realtor in a major metro.,0.03333974368391669,0.13803961295917805,0.10469986927526136,0.08456635203711527,0.06927146324673042,0.03643328754897072
L61817000320,sure_thing_inbound,Linda,tier1,19,6,solo,False,0,0,11,inbound_form,mid,Linda is a licensed agent with 19 years in the business.,0.21150959107473283,0.1827801761300601,-0.028729414944672738,0.12703723344763082,0.05105718720907182,0.06579921928059253
L61817000321,sure_thing_inbound,Chen,tier1,14,13,solo,False,0,0,4,inbound_form,mid,Chen is a licensed agent in a major metro with 14 years in the business. Recently asked about getting started with video for listings. Reached out directly through our website.,0.23013913992749863,0.1919790204057091,-0.03816011952178952,0.10922030152634958,0.0680842940300751,0.07994679508120012
L61817000322,do_not_disturb_media_team,Carlos,tier1,25,32,team_lead,True,5298,9,16,cold_list,high,Carlos is a licensed agent in a major metro with 25 years in the business. Closed 32 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule.,0.06863464646684209,0.11314988141852038,0.04451523495167829,0.04883219884262996,0.07624876446959389,0.12447730764944255
L61817000323,do_not_disturb_media_team,Maria,tier1,10,33,team_lead,True,3576,12,26,cold_list,high,"Maria has been licensed for 10 years, working in a major metro. Closed 33 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.09467514974226084,0.09454175594017988,-0.00013339380208095275,0.10728518356426575,0.07970450191035176,0.1634085560663835
L61817000324,hidden_gem_sparse_bio,Marcus,tier1,2,19,solo,False,0,0,4,cold_list,high,"Based in a major metro, Marcus has 2 years of experience. Closed 19 deals in the last 12 months. Sourced from a purchased contact list.",0.016650837602667046,0.17193880557397567,0.15528796797130862,0.0927609474523741,0.1111326233322778,0.0854893806838936
L61817000325,hidden_gem_sparse_bio,Daniel,tier2,6,17,solo,False,0,0,10,cold_list,high,Daniel is a licensed agent in a mid-size metro with 6 years in the business. Closed 17 deals in the last 12 months.,0.03632466692370634,0.16954694309039922,0.13322227616669288,0.06986468551156425,0.10818222305832219,0.11302391581276516
L61817000326,ambiguous_team_member,Aisha,tier2,17,12,team_member,False,0,0,11,webinar,mid,Aisha is a licensed agent with 17 years in the business.,0.10446950878613254,0.1722181323636045,0.06774862357747197,0.07164824235817299,0.1486976592732765,0.07818013906061448
L61817000327,persuadable_growth,Linda,tier2,5,17,solo,False,0,0,13,cold_list,high,Realtor based in a mid-size metro.,0.029296159787352675,0.18621943893797793,0.15692327915062526,0.08159490348198849,0.14657630552998654,0.06630157099034895
L61817000328,lost_cause_parttime,Marcus,tier3,4,3,solo,False,0,0,2,cold_list,low,Marcus is a licensed agent in a smaller market with 4 years in the business. Closed 3 deals in the last 12 months. Added from an outreach list. Mentioned wanting to take things to the next level this year.,0.019402868822072056,0.04913303691516932,0.029730168093097264,0.08755867630977703,0.06619952161943758,0.07530332568540991
L61817000329,lost_cause_parttime,Robert,tier3,12,3,solo,False,0,0,3,webinar,low,Robert is a licensed agent with 12 years in the business.,0.026578662795897868,0.05511069274327396,0.02853202994737609,0.10140871427927854,0.1076728982403011,0.10645766116003351
L61817000330,lost_cause_parttime,Marcus,tier3,17,3,solo,False,0,0,3,cold_list,low,Realtor based in a smaller market.,0.015029561172092972,0.005,-0.010029561172092971,0.11691974690410273,0.0689701727996107,0.08326855789633843
L61817000331,hidden_gem_sparse_bio,Tom,tier2,17,5,team_member,False,0,0,4,cold_list,mid,Realtor based in a mid-size metro.,0.028400675129811464,0.15323809193477053,0.12483741680495906,0.08691087645883111,0.07725217588503853,0.09556068103763277
L61817000332,persuadable_growth,Michael,tier1,7,9,solo,False,0,0,7,cold_list,mid,Michael is a realtor in a major metro.,0.033116953187066846,0.14552816325862686,0.11241121007156002,0.09006379749395016,0.0767525915301066,0.09367812476236989
L61817000333,lost_cause_parttime,Priya,tier2,8,0,solo,False,0,0,0,webinar,low,"Based in a mid-size metro, Priya has 8 years of experience. Closed 0 deals in the last 12 months. Signed up after a webinar.",0.025961554219616545,0.031436884203248305,0.00547532998363176,0.08542233453101483,0.07857554154283038,0.04284570539349541
L61817000334,hidden_gem_sparse_bio,James,tier1,3,6,solo,False,0,0,6,cold_list,mid,"Based in a major metro, James has 3 years of experience.",0.023217280493507127,0.08902341774162931,0.06580613724812218,0.06791671166819441,0.11369297761892751,0.044030224217782764
L61817000335,do_not_disturb_media_team,Tom,tier2,22,28,team_lead,True,28483,26,11,webinar,high,"Tom has been licensed for 22 years, working in a mid-size metro. Closed 28 deals in the last 12 months.",0.11700499177232677,0.0593777617449907,-0.05762723002733607,0.06233882725451636,0.07441200917926323,0.1086419298258968
L61817000336,hidden_gem_sparse_bio,Robert,tier3,16,9,solo,False,0,0,13,cold_list,mid,Robert is a licensed agent in a smaller market with 16 years in the business. Closed 9 deals in the last 12 months.,0.03675242603171749,0.1672688585330134,0.1305164325012959,0.09363086627117484,0.10237595823297174,0.06250004047538511
L61817000337,lost_cause_parttime,Wei,tier1,13,3,solo,False,0,0,2,cold_list,low,Wei is a licensed agent in a major metro with 13 years in the business. Closed 3 deals in the last 12 months. Sourced from a purchased contact list.,0.01933640344760866,0.10950972678121736,0.0901733233336087,0.12076915771789391,0.11829549236721872,0.08411386982725015
L61817000338,lost_cause_parttime,Priya,tier1,22,0,solo,False,0,0,0,cold_list,low,Priya is a licensed agent in a major metro with 22 years in the business.,0.016808447983020183,0.018066092991331724,0.0012576450083115406,0.0898216084628262,0.11086674407196577,0.0471775377621392
L61817000339,ambiguous_team_member,Marcus,tier3,17,12,team_member,False,0,0,4,cold_list,mid,Marcus is a licensed agent in a smaller market with 17 years in the business. Closed 12 deals in the last 12 months.,0.06903528523977441,0.139374621131729,0.07033933589195458,0.0908785752960201,0.12771624970375678,0.07281126882161068
L61817000340,persuadable_growth,David,tier1,19,13,team_member,False,0,0,11,cold_list,mid,David is a licensed agent with 19 years in the business.,0.019102267238514485,0.10699572753330269,0.0878934602947882,0.1077964999942927,0.10370322863621574,0.088401390410532
L61817000341,ambiguous_team_member,Nina,tier1,7,7,team_member,False,0,0,11,cold_list,mid,Nina is a licensed agent in a major metro with 7 years in the business. Closed 7 deals in the last 12 months. Recently asked about getting started with video for listings. Sourced from a purchased contact list.,0.036791752619637644,0.11868633451909406,0.08189458189945642,0.10325859873080243,0.09149420764087687,0.04308918347701431
L61817000342,persuadable_growth,Chen,tier3,1,13,team_member,False,0,0,18,cold_list,mid,"Chen has been licensed for 1 years, working in a smaller market. Closed 13 deals in the last 12 months. Keeps up an active social media presence. Added from an outreach list.",0.03001872886896524,0.20694989611377357,0.17693116724480834,0.08923390181961498,0.10940468282833153,0.05966889838352607
L61817000343,sure_thing_inbound,Yolanda,tier2,2,9,solo,True,106,3,4,inbound_form,mid,"Yolanda has been licensed for 2 years, working in a mid-size metro. Closed 9 deals in the last 12 months. Mentioned wanting help building out a YouTube presence.",0.3746515661574478,0.3276327324396383,-0.047018833717809516,0.1356795766227547,0.10892809847539442,0.12644947542128784
L61817000344,sure_thing_inbound,Grace,tier1,3,7,solo,False,0,0,13,inbound_form,mid,"Based in a major metro, Grace has 3 years of experience. Has been thinking about trying short-form video content. Keeps up an active social media presence. Reached out directly through our website.",0.25664059822375196,0.29445008575293136,0.0378094875291794,0.13455358912459656,0.07174203330374146,0.08652493999029985
L61817000345,ambiguous_team_member,Carlos,tier2,11,6,team_member,False,0,0,7,webinar,mid,"Carlos has been licensed for 11 years, working in a mid-size metro. Closed 6 deals in the last 12 months.",0.046158503355260075,0.20022206041504548,0.15406355705978542,0.09303404732749816,0.09979526413715495,0.0695614794201422
L61817000346,persuadable_growth,Yolanda,tier3,17,6,solo,False,0,0,11,cold_list,mid,Yolanda is a realtor in a smaller market.,0.031125735305016007,0.19121647314472587,0.16009073783970987,0.11501134464362998,0.0694220849289856,0.13298536655856005
L61817000347,ambiguous_team_member,Tom,tier3,22,7,team_member,False,0,0,10,cold_list,mid,"Based in a smaller market, Tom has 22 years of experience. Has been thinking about trying short-form video content. Added from an outreach list.",0.056913850722811965,0.1517118478391918,0.09479799711637985,0.13526951792348685,0.10051135145187556,0.09173788324364171
L61817000348,persuadable_growth,Aisha,tier3,20,12,solo,False,0,0,19,cold_list,mid,Aisha is a licensed agent in a smaller market with 20 years in the business. Closed 12 deals in the last 12 months. Has some in-house support for producing video content. Posts on Instagram regularly. Sourced from a purchased contact list.,0.024630529029174,0.17804904212337855,0.15341851309420454,0.08045174382206632,0.10742433899775856,0.053988591015986825
L61817000349,sure_thing_inbound,Sofia,tier2,23,11,team_member,False,0,0,5,inbound_form,mid,Sofia is a realtor in a mid-size metro.,0.37496099488333967,0.3631981333928785,-0.011762861490461185,0.14186550621273153,0.10457397210543898,0.0905734985262033
L61817000350,hidden_gem_sparse_bio,David,tier3,6,6,team_member,False,0,0,12,webinar,mid,"David has been licensed for 6 years, working in a smaller market. Closed 6 deals in the last 12 months. Recently asked about getting started with video for listings. Works with an in-house videographer on a regular posting schedule. Keeps up an active social media presence. Signed up after a webinar.",0.03843486762360652,0.1516723826543342,0.11323751503072768,0.12611639876234187,0.09623135625163913,0.07948878724316577
L61817000351,ambiguous_team_member,Wei,tier2,13,7,team_member,False,0,0,5,cold_list,mid,"Wei has been licensed for 13 years, working in a mid-size metro. Closed 7 deals in the last 12 months. Shares listings and updates on social media often.",0.036840755923662996,0.07750346825577623,0.04066271233211323,0.09291569634729067,0.052214792158057216,0.08870968925868837
L61817000352,persuadable_growth,Chen,tier1,24,17,team_member,False,0,0,10,webinar,high,"Chen has been licensed for 24 years, working in a major metro. Closed 17 deals in the last 12 months. Has been thinking about trying short-form video content. Keeps up an active social media presence.",0.03560781597795386,0.1555205859773168,0.11991276999936294,0.07124940031990923,0.11381469496595485,0.1036236247206678
L61817000353,ambiguous_team_member,Aisha,tier1,20,12,team_member,False,0,0,2,cold_list,mid,Aisha is a licensed agent with 20 years in the business.,0.07310216549490307,0.09009494803901257,0.01699278254410949,0.08555379738110118,0.09411633529198059,0.0516186089048932
L61817000354,persuadable_growth,Andre,tier1,11,14,solo,False,0,0,12,cold_list,mid,"Andre has been licensed for 11 years, working in a major metro. Recently asked about getting started with video for listings. Added from an outreach list.",0.03674929619124778,0.19774540592272893,0.16099610973148115,0.13992340751823873,0.12496894571237144,0.038094491366250795
L61817000355,hidden_gem_sparse_bio,Tom,tier1,5,8,solo,False,0,0,14,webinar,mid,"Based in a major metro, Tom has 5 years of experience. Posts on Instagram regularly. Attended one of our marketing webinars.",0.026599557880675362,0.17595283147440266,0.1493532735937273,0.10170326476172264,0.06941631329045292,0.08602890297311493
L61817000356,hidden_gem_sparse_bio,Fatima,tier1,4,9,team_member,False,0,0,13,cold_list,mid,Fatima is a licensed agent in a major metro with 4 years in the business. Closed 9 deals in the last 12 months. Recently asked about getting started with video for listings. Sourced from a purchased contact list.,0.02383922599842829,0.10187666835776372,0.07803744235933543,0.10960513594818228,0.08095576883835354,0.07259591849933629
L61817000357,hidden_gem_sparse_bio,Julia,tier2,12,11,solo,False,0,0,14,cold_list,mid,Julia is a licensed agent in a mid-size metro with 12 years in the business. Closed 11 deals in the last 12 months.,0.023391692320594386,0.13699528948935066,0.11360359716875627,0.048642801780292025,0.06295762749556295,0.09541561846832125
L61817000358,sure_thing_inbound,Kevin,tier2,18,12,solo,False,0,0,13,inbound_form,mid,"Kevin has been licensed for 18 years, working in a mid-size metro. Keeps up an active social media presence.",0.30527686257548237,0.334389609079448,0.029112746503965614,0.130269375933903,0.1458146706790409,0.1095150929142378
L61817000359,hidden_gem_sparse_bio,Maria,tier1,23,18,team_member,False,0,0,5,webinar,high,Realtor based in a major metro.,0.02433046486995373,0.13038338735483546,0.10605292248488173,0.09963755389838666,0.10037428416447657,0.07250964517743977
L61817000360,lost_cause_parttime,Brian,tier2,19,1,solo,False,0,0,0,webinar,low,Brian is a licensed agent with 19 years in the business.,0.023257965153441928,0.005,-0.018257965153441927,0.06873698926646357,0.09406145143316395,0.06410876322666405
L61817000361,do_not_disturb_media_team,Sofia,tier3,16,21,team_lead,True,26288,22,19,cold_list,high,Sofia is a licensed agent in a smaller market with 16 years in the business. Closed 21 deals in the last 12 months. Shares listings and updates on social media often. Added from an outreach list.,0.06624566378958639,0.09730434096614757,0.031058677176561175,0.08290974022803313,0.05038242428618807,0.15722447093906758
L61817000362,sure_thing_inbound,James,tier1,7,3,solo,False,0,0,9,inbound_form,low,"James has been licensed for 7 years, working in a major metro. Reached out directly through our website.",0.31601153416608313,0.36011948757319395,0.04410795340711082,0.10211406432710023,0.12609488168157235,0.09018878007377334
L61817000363,persuadable_growth,Michael,tier1,7,18,solo,False,0,0,9,cold_list,high,Michael is a licensed agent in a major metro with 7 years in the business. Closed 18 deals in the last 12 months. Added from an outreach list.,0.03125428022797207,0.18831283061187226,0.1570585503839002,0.11275935253832298,0.1286079145866309,0.08691193400109382
L61817000364,sure_thing_inbound,Marcus,tier1,23,12,team_member,False,0,0,2,inbound_form,mid,Marcus is a licensed agent in a major metro with 23 years in the business. Reached out directly through our website.,0.2672227161282387,0.2331169158643713,-0.03410580026386742,0.13587294478558176,0.05962403456456708,0.0556083699285245
L61817000365,hidden_gem_sparse_bio,Linda,tier3,20,15,solo,False,0,0,6,cold_list,high,"Based in a smaller market, Linda has 20 years of experience. Mentioned wanting help building out a YouTube presence. Sourced from a purchased contact list.",0.032212046112008876,0.23951342431556297,0.2073013782035541,0.10429296135016489,0.10213126073875504,0.0684847589657222
L61817000366,persuadable_growth,Kevin,tier3,18,13,team_member,False,0,0,8,cold_list,mid,"Based in a smaller market, Kevin has 18 years of experience. Added from an outreach list.",0.029227789290382507,0.2012536358934981,0.1720258466031156,0.14008013947369474,0.08836778085278563,0.08993890023165915
L61817000367,sure_thing_inbound,Nina,tier2,3,9,team_member,False,0,0,2,inbound_form,mid,Nina is a licensed agent in a mid-size metro with 3 years in the business.,0.26708982700776224,0.28102129420646654,0.013931467198704306,0.14851570872857503,0.09584824139249186,0.1043326645632734
L61817000368,sure_thing_inbound,Aisha,tier2,4,8,team_member,False,0,0,12,inbound_form,mid,Aisha is a licensed agent in a mid-size metro with 4 years in the business. Closed 8 deals in the last 12 months. Has been thinking about trying short-form video content. Keeps up an active social media presence.,0.32789589767619215,0.3108960625629353,-0.016999835113256867,0.15849526115389806,0.08789600264125498,0.09381849280118557
L61817000369,do_not_disturb_media_team,Carlos,tier3,4,21,team_lead,True,11560,14,13,webinar,high,Realtor based in a smaller market.,0.12454120573809618,0.11965583640594289,-0.0048853693321532915,0.09080624929116715,0.07238898341151184,0.1435441531169287
L61817000370,persuadable_growth,Andre,tier2,18,17,solo,False,0,0,14,webinar,high,"Andre has been licensed for 18 years, working in a mid-size metro. Closed 17 deals in the last 12 months. Recently asked about getting started with video for listings.",0.027847664674815507,0.2014020032556912,0.17355433858087568,0.13752924982503528,0.11001749293862143,0.08636288221880775
L61817000371,lost_cause_parttime,Nina,tier3,19,0,solo,False,0,0,2,cold_list,low,Nina is a licensed agent in a smaller market with 19 years in the business. Closed 0 deals in the last 12 months. Sourced from a purchased contact list.,0.01967678299589519,0.019514905160545295,-0.00016187783534989467,0.09548758054209174,0.08709591968113485,0.09768237668101075
L61817000372,persuadable_growth,Yolanda,tier3,10,17,team_member,False,0,0,15,cold_list,high,Yolanda is a realtor in a smaller market.,0.03065241391229983,0.19271939886146724,0.1620669849491674,0.08964272016316942,0.10904703717711332,0.08049857553730629
L61817000373,lost_cause_parttime,Brian,tier1,22,2,solo,False,0,0,1,cold_list,low,Brian is a realtor in a major metro.,0.02540676704594193,0.04142988253570659,0.01602311548976466,0.0904515844809151,0.08561157023639043,0.07434905252413844
L61817000374,persuadable_growth,Tom,tier3,1,10,solo,False,0,0,15,cold_list,mid,Tom is a licensed agent with 1 years in the business.,0.02103153243561947,0.12285344521182912,0.10182191277620964,0.10555118674643758,0.05383646941984267,0.056347010081685585
L61817000375,persuadable_growth,Kevin,tier1,11,6,team_member,False,0,0,14,cold_list,mid,"Kevin has been licensed for 11 years, working in a major metro. Closed 6 deals in the last 12 months. Has been thinking about trying short-form video content. Posts on Instagram regularly.",0.03978904017197164,0.1683105824315576,0.12852154225958595,0.10414319401800697,0.11155819835333752,0.03943577338194287
L61817000376,persuadable_growth,James,tier3,4,14,team_member,False,0,0,11,webinar,mid,Realtor based in a smaller market.,0.027766202777843266,0.21678591453511442,0.18901971175727117,0.12732404801046723,0.08298553605826497,0.07910575790599478
L61817000377,hidden_gem_sparse_bio,Andre,tier1,20,6,team_member,False,0,0,15,cold_list,mid,Andre is a licensed agent with 20 years in the business.,0.018193828722862616,0.1705171296413575,0.15232330091849489,0.07723010267790865,0.05496440516408985,0.06685423592756204
L61817000378,hidden_gem_sparse_bio,Julia,tier2,16,13,team_member,False,0,0,4,cold_list,mid,"Julia has been licensed for 16 years, working in a mid-size metro. Closed 13 deals in the last 12 months. Sourced from a purchased contact list.",0.029118402352290487,0.16250220601538687,0.13338380366309638,0.08838002009323406,0.10100151035265596,0.05054066370335458
L61817000379,lost_cause_parttime,Sofia,tier2,7,3,solo,False,0,0,3,webinar,low,Realtor based in a mid-size metro.,0.021850466105716084,0.13795339762719921,0.11610293152148313,0.09345764623805597,0.0853604876152893,0.09352241758490204
L61817000380,persuadable_growth,Aisha,tier2,15,12,team_member,False,0,0,8,cold_list,mid,Aisha is a licensed agent in a mid-size metro with 15 years in the business. Closed 12 deals in the last 12 months. Added from an outreach list.,0.036125986356952855,0.1549927270654777,0.11886674070852485,0.08216539405369766,0.09298521680903603,0.07033340366804172
L61817000381,ambiguous_team_member,Kevin,tier2,24,13,team_member,False,0,0,11,cold_list,mid,"Based in a mid-size metro, Kevin has 24 years of experience. Closed 13 deals in the last 12 months. Added from an outreach list.",0.03122780808065157,0.05468940902930616,0.02346160094865459,0.08584307766556151,0.10737983900853895,0.10028337773402923
L61817000382,sure_thing_inbound,Sofia,tier3,1,5,team_member,False,0,0,7,inbound_form,mid,"Sofia has been licensed for 1 years, working in a smaller market. Has been thinking about trying short-form video content. Filled out our contact form.",0.3117252221422589,0.2854737483889763,-0.026251473753282573,0.13179835843963997,0.13547849232756287,0.042275502828000404
L61817000383,ambiguous_team_member,Marcus,tier2,15,10,team_member,False,0,0,10,cold_list,mid,Marcus is a licensed agent in a mid-size metro with 15 years in the business. Closed 10 deals in the last 12 months.,0.044151709395292976,0.10776760715808116,0.06361589776278818,0.06581630718458814,0.11251920973981583,0.07580161018551639
